id_verif;id_worker;id_sys;id_machine;status;details;deleted;creation_date;user_creation;modification_date;user_modification
145;1;1;1;OK;Statut : OK;FALSE;2023-09-25 17:26:53;2;2023-09-25 17:26:53;2
146;1;1;1;OK;Statut : OK;FALSE;2023-09-26 17:26:53;2;2023-09-26 17:26:53;2
147;1;1;1;OK;Statut : OK;FALSE;2023-09-27 17:26:53;2;2023-09-27 17:26:53;2
148;1;1;1;OK;Statut : OK;FALSE;2023-09-28 17:26:53;2;2023-09-28 17:26:53;2
149;1;1;1;OK;Statut : OK;FALSE;2023-09-29 17:26:53;2;2023-09-29 17:26:53;2
150;1;1;1;OK;Statut : OK;FALSE;2023-09-30 17:26:53;2;2023-09-30 17:26:53;2
151;1;1;1;OK;Statut : OK;FALSE;2023-10-01 17:26:53;2;2023-10-01 17:26:53;2
152;1;1;1;OK;Statut : OK;FALSE;2023-10-02 17:26:53;2;2023-10-02 17:26:53;2
153;1;1;1;OK;Statut : OK;FALSE;2023-10-03 17:26:53;2;2023-10-03 17:26:53;2
154;1;1;1;OK;Statut : OK;FALSE;2023-10-04 17:26:53;2;2023-10-04 17:26:53;2
155;1;1;1;OK;Statut : OK;FALSE;2023-10-05 17:26:53;2;2023-10-05 17:26:53;2
156;1;1;1;OK;Statut : OK;FALSE;2023-10-06 17:26:53;2;2023-10-06 17:26:53;2
157;1;1;1;OK;Statut : OK;FALSE;2023-10-07 17:26:53;2;2023-10-07 17:26:53;2
158;1;1;1;OK;Statut : OK;FALSE;2023-10-08 17:26:53;2;2023-10-08 17:26:53;2
159;1;1;1;OK;Statut : OK;FALSE;2023-10-09 17:26:53;2;2023-10-09 17:26:53;2
160;1;1;1;OK;Statut : OK;FALSE;2023-10-10 17:26:53;2;2023-10-10 17:26:53;2
161;1;1;1;OK;Statut : OK;FALSE;2023-10-11 17:26:53;2;2023-10-11 17:26:53;2
162;1;1;1;OK;Statut : OK;FALSE;2023-10-12 17:26:53;2;2023-10-12 17:26:53;2
163;1;1;1;OK;Statut : OK;FALSE;2023-10-13 17:26:53;2;2023-10-13 17:26:53;2
164;1;1;1;OK;Statut : OK;FALSE;2023-10-14 17:26:53;2;2023-10-14 17:26:53;2
165;1;1;1;OK;Statut : OK;FALSE;2023-10-15 17:26:53;2;2023-10-15 17:26:53;2
166;1;1;1;OK;Statut : OK;FALSE;2023-10-16 17:26:53;2;2023-10-16 17:26:53;2
167;1;1;1;OK;Statut : OK;FALSE;2023-10-17 17:26:53;2;2023-10-17 17:26:53;2
168;1;1;1;WARN;Statut : WARN;FALSE;2023-10-18 17:26:53;2;2023-10-18 17:26:53;2
169;1;1;1;OK;Statut : OK;FALSE;2023-10-19 17:26:53;2;2023-10-19 17:26:53;2
170;1;1;1;OK;Statut : OK;FALSE;2023-10-20 17:26:53;2;2023-10-20 17:26:53;2
171;1;1;1;OK;Statut : OK;FALSE;2023-10-21 17:26:53;2;2023-10-21 17:26:53;2
172;1;1;1;OK;Statut : OK;FALSE;2023-10-22 17:26:53;2;2023-10-22 17:26:53;2
173;1;1;1;OK;Statut : OK;FALSE;2023-10-23 17:26:53;2;2023-10-23 17:26:53;2
174;1;1;1;OK;Statut : OK;FALSE;2023-10-24 17:26:53;2;2023-10-24 17:26:53;2
175;1;1;1;OK;Statut : OK;FALSE;2023-10-25 17:26:53;2;2023-10-25 17:26:53;2
176;1;1;1;OK;Statut : OK;FALSE;2023-10-26 17:26:53;2;2023-10-26 17:26:53;2
177;1;1;1;OK;Statut : OK;FALSE;2023-10-27 17:26:53;2;2023-10-27 17:26:53;2
178;1;1;1;OK;Statut : OK;FALSE;2023-10-28 17:26:53;2;2023-10-28 17:26:53;2
179;1;1;1;OK;Statut : OK;FALSE;2023-10-29 17:26:53;2;2023-10-29 17:26:53;2
180;1;1;1;OK;Statut : OK;FALSE;2023-10-30 17:26:53;2;2023-10-30 17:26:53;2
181;1;1;1;OK;Statut : OK;FALSE;2023-10-31 17:26:53;2;2023-10-31 17:26:53;2
182;1;1;1;OK;Statut : OK;FALSE;2023-11-01 17:26:53;2;2023-11-01 17:26:53;2
183;1;1;1;OK;Statut : OK;FALSE;2023-11-02 17:26:53;2;2023-11-02 17:26:53;2
184;1;1;1;OK;Statut : OK;FALSE;2023-11-03 17:26:53;2;2023-11-03 17:26:53;2
185;1;1;1;OK;Statut : OK;FALSE;2023-11-04 17:26:53;2;2023-11-04 17:26:53;2
186;1;1;1;OK;Statut : OK;FALSE;2023-11-05 17:26:53;2;2023-11-05 17:26:53;2
187;1;1;1;OK;Statut : OK;FALSE;2023-11-06 17:26:53;2;2023-11-06 17:26:53;2
188;1;1;1;OK;Statut : OK;FALSE;2023-11-07 17:26:53;2;2023-11-07 17:26:53;2
189;1;1;1;OK;Statut : OK;FALSE;2023-11-08 17:26:53;2;2023-11-08 17:26:53;2
190;1;1;1;OK;Statut : OK;FALSE;2023-11-09 17:26:53;2;2023-11-09 17:26:53;2
191;1;1;1;OK;Statut : OK;FALSE;2023-11-10 17:26:53;2;2023-11-10 17:26:53;2
192;1;1;1;OK;Statut : OK;FALSE;2023-11-11 17:26:53;2;2023-11-11 17:26:53;2
193;1;1;1;WARN;Statut : WARN;FALSE;2023-11-12 17:26:53;2;2023-11-12 17:26:53;2
194;1;1;1;OK;Statut : OK;FALSE;2023-11-13 17:26:53;2;2023-11-13 17:26:53;2
195;1;1;1;OK;Statut : OK;FALSE;2023-11-14 17:26:53;2;2023-11-14 17:26:53;2
196;1;1;1;OK;Statut : OK;FALSE;2023-11-15 17:26:53;2;2023-11-15 17:26:53;2
197;1;1;1;OK;Statut : OK;FALSE;2023-11-16 17:26:53;2;2023-11-16 17:26:53;2
198;1;1;1;OK;Statut : OK;FALSE;2023-11-17 17:26:53;2;2023-11-17 17:26:53;2
199;1;1;1;OK;Statut : OK;FALSE;2023-11-18 17:26:53;2;2023-11-18 17:26:53;2
200;1;1;1;OK;Statut : OK;FALSE;2023-11-19 17:26:53;2;2023-11-19 17:26:53;2
201;1;1;1;OK;Statut : OK;FALSE;2023-11-20 17:26:53;2;2023-11-20 17:26:53;2
202;1;1;1;OK;Statut : OK;FALSE;2023-11-21 17:26:53;2;2023-11-21 17:26:53;2
203;1;1;1;OK;Statut : OK;FALSE;2023-11-22 17:26:53;2;2023-11-22 17:26:53;2
204;1;1;1;ERROR;Statut : ERROR;FALSE;2023-11-23 17:26:53;2;2023-11-23 17:26:53;2
205;1;1;1;OK;Statut : OK;FALSE;2023-11-24 17:26:53;2;2023-11-24 17:26:53;2
206;1;1;1;OK;Statut : OK;FALSE;2023-11-25 17:26:53;2;2023-11-25 17:26:53;2
207;1;1;1;OK;Statut : OK;FALSE;2023-11-26 17:26:53;2;2023-11-26 17:26:53;2
208;1;1;1;OK;Statut : OK;FALSE;2023-11-27 17:26:53;2;2023-11-27 17:26:53;2
209;1;1;1;OK;Statut : OK;FALSE;2023-11-28 17:26:53;2;2023-11-28 17:26:53;2
210;1;1;1;OK;Statut : OK;FALSE;2023-11-29 17:26:53;2;2023-11-29 17:26:53;2
211;1;1;1;OK;Statut : OK;FALSE;2023-11-30 17:26:53;2;2023-11-30 17:26:53;2
212;1;1;1;OK;Statut : OK;FALSE;2023-12-01 17:26:53;2;2023-12-01 17:26:53;2
213;1;1;1;OK;Statut : OK;FALSE;2023-12-02 17:26:53;2;2023-12-02 17:26:53;2
214;1;1;1;OK;Statut : OK;FALSE;2023-12-03 17:26:53;2;2023-12-03 17:26:53;2
215;1;1;1;OK;Statut : OK;FALSE;2023-12-04 17:26:53;2;2023-12-04 17:26:53;2
216;1;1;1;OK;Statut : OK;FALSE;2023-12-05 17:26:53;2;2023-12-05 17:26:53;2
217;1;1;1;OK;Statut : OK;FALSE;2023-12-06 17:26:53;2;2023-12-06 17:26:53;2
218;1;1;1;OK;Statut : OK;FALSE;2023-12-07 17:26:53;2;2023-12-07 17:26:53;2
219;1;1;1;OK;Statut : OK;FALSE;2023-12-08 17:26:53;2;2023-12-08 17:26:53;2
220;1;1;1;OK;Statut : OK;FALSE;2023-12-09 17:26:53;2;2023-12-09 17:26:53;2
221;1;1;1;OK;Statut : OK;FALSE;2023-12-10 17:26:53;2;2023-12-10 17:26:53;2
222;1;1;1;OK;Statut : OK;FALSE;2023-12-11 17:26:53;2;2023-12-11 17:26:53;2
223;1;1;1;OK;Statut : OK;FALSE;2023-12-12 17:26:53;2;2023-12-12 17:26:53;2
224;1;1;1;OK;Statut : OK;FALSE;2023-12-13 17:26:53;2;2023-12-13 17:26:53;2
225;1;1;1;OK;Statut : OK;FALSE;2023-12-14 17:26:53;2;2023-12-14 17:26:53;2
226;1;1;1;OK;Statut : OK;FALSE;2023-12-15 17:26:53;2;2023-12-15 17:26:53;2
227;1;1;1;OK;Statut : OK;FALSE;2023-12-16 17:26:53;2;2023-12-16 17:26:53;2
228;1;1;1;OK;Statut : OK;FALSE;2023-12-17 17:26:53;2;2023-12-17 17:26:53;2
229;1;1;1;OK;Statut : OK;FALSE;2023-12-18 17:26:53;2;2023-12-18 17:26:53;2
230;1;1;1;OK;Statut : OK;FALSE;2023-12-19 17:26:53;2;2023-12-19 17:26:53;2
231;1;1;1;OK;Statut : OK;FALSE;2023-12-20 17:26:53;2;2023-12-20 17:26:53;2
232;1;1;1;OK;Statut : OK;FALSE;2023-12-21 17:26:53;2;2023-12-21 17:26:53;2
233;1;1;1;OK;Statut : OK;FALSE;2023-12-22 17:26:53;2;2023-12-22 17:26:53;2
234;1;1;1;OK;Statut : OK;FALSE;2023-12-23 17:26:53;2;2023-12-23 17:26:53;2
235;1;1;1;OK;Statut : OK;FALSE;2023-12-24 17:26:53;2;2023-12-24 17:26:53;2
236;1;1;1;OK;Statut : OK;FALSE;2023-12-25 17:26:53;2;2023-12-25 17:26:53;2
237;1;1;1;OK;Statut : OK;FALSE;2023-12-26 17:26:53;2;2023-12-26 17:26:53;2
238;1;1;1;OK;Statut : OK;FALSE;2023-12-27 17:26:53;2;2023-12-27 17:26:53;2
239;1;1;1;OK;Statut : OK;FALSE;2023-12-28 17:26:53;2;2023-12-28 17:26:53;2
240;1;1;1;OK;Statut : OK;FALSE;2023-12-29 17:26:53;2;2023-12-29 17:26:53;2
241;1;1;1;OK;Statut : OK;FALSE;2023-12-30 17:26:53;2;2023-12-30 17:26:53;2
242;1;1;1;OK;Statut : OK;FALSE;2023-12-31 17:26:53;2;2023-12-31 17:26:53;2
243;1;1;1;OK;Statut : OK;FALSE;2024-01-01 17:26:53;2;2024-01-01 17:26:53;2
244;1;1;1;OK;Statut : OK;FALSE;2024-01-02 17:26:53;2;2024-01-02 17:26:53;2
245;1;1;1;OK;Statut : OK;FALSE;2024-01-03 17:26:53;2;2024-01-03 17:26:53;2
246;1;1;1;OK;Statut : OK;FALSE;2024-01-04 17:26:53;2;2024-01-04 17:26:53;2
247;1;1;1;OK;Statut : OK;FALSE;2024-01-05 17:26:53;2;2024-01-05 17:26:53;2
248;1;1;1;OK;Statut : OK;FALSE;2024-01-06 17:26:53;2;2024-01-06 17:26:53;2
249;1;1;1;OK;Statut : OK;FALSE;2024-01-07 17:26:53;2;2024-01-07 17:26:53;2
250;1;1;1;OK;Statut : OK;FALSE;2024-01-08 17:26:53;2;2024-01-08 17:26:53;2
251;1;1;1;OK;Statut : OK;FALSE;2024-01-09 17:26:53;2;2024-01-09 17:26:53;2
252;1;1;1;OK;Statut : OK;FALSE;2024-01-10 17:26:53;2;2024-01-10 17:26:53;2
253;1;1;1;OK;Statut : OK;FALSE;2024-01-11 17:26:53;2;2024-01-11 17:26:53;2
254;1;1;1;WARN;Statut : WARN;FALSE;2024-01-12 17:26:53;2;2024-01-12 17:26:53;2
255;1;1;1;OK;Statut : OK;FALSE;2024-01-13 17:26:53;2;2024-01-13 17:26:53;2
256;1;1;1;OK;Statut : OK;FALSE;2024-01-14 17:26:53;2;2024-01-14 17:26:53;2
257;1;1;1;OK;Statut : OK;FALSE;2024-01-15 17:26:53;2;2024-01-15 17:26:53;2
258;1;1;1;OK;Statut : OK;FALSE;2024-01-16 17:26:53;2;2024-01-16 17:26:53;2
259;1;1;1;OK;Statut : OK;FALSE;2024-01-17 17:26:53;2;2024-01-17 17:26:53;2
260;1;1;1;OK;Statut : OK;FALSE;2024-01-18 17:26:53;2;2024-01-18 17:26:53;2
261;1;1;1;OK;Statut : OK;FALSE;2024-01-19 17:26:53;2;2024-01-19 17:26:53;2
